"postcode","pc_name","pc_type","pa_name","pa_fips","city_town","county","area_sqmi","shape_area","shape_len","zip3"
"01519","GRAFTON","NON UNIQUE","GRAFTON","26395","GRAFTON, TOWN OF","Worcester","10.044809","26014079.6768","32503.7492458","015"
"01247","NORTH ADAMS","NON UNIQUE","NORTH ADAMS","46225","MONROE, TOWN OF","Franklin","7.349807","19036112.7004","21057.4839209","012"
"01460","LITTLETON","NON UNIQUE","LITTLETON","35915","LITTLETON, TOWN OF","Middlesex","17.292229","44784999.1592","31240.9741666","014"
"01854","LOWELL","NON UNIQUE","LOWELL","37000","LOWELL","Middlesex","4.404549","11407614.1639","17794.9164927","018"
"01109","SPRINGFIELD","NON UNIQUE","SPRINGFIELD","67000","SPRINGFIELD","Hampden","5.577054","14443504.1105","25136.9586395","011"
"01036","HAMPDEN","NON UNIQUE","HAMPDEN","28040","HAMPDEN, TOWN OF","Hampden","19.906971","51555436.7868","31022.1602687","010"
"01031","GILBERTVILLE","NON UNIQUE","GILBERTVILLE","25695","HARDWICK, TOWN OF","Worcester","9.647641","24985630.2385","39267.1899258","010"
"01515","EAST BROOKFIELD","NON UNIQUE","EAST BROOKFIELD","18595","EAST BROOKFIELD, TOWN OF","Worcester","10.413928","26970026.7992","25731.5524479","015"
"01373","SOUTH DEERFIELD","NON UNIQUE","SOUTH DEERFIELD","63620","WHATELY, TOWN OF","Franklin","28.505224","73824482.1934","47121.8694555","013"
"01030","FEEDING HILLS","NON UNIQUE","FEEDING HILLS","23455","AGAWAM","Hampden","12.759667","33045209.3596","31158.0238024","010"
"02671","WEST HARWICH","NON UNIQUE","WEST HARWICH","76450","HARWICH","Barnstable","2.434804","6306195.00783","17035.8954367","026"
"02339","HANOVER","NON UNIQUE","HANOVER","28250","HANOVER, TOWN OF","Plymouth","15.671232","40585486.9232","30895.7813615","023"
"02045","HULL","NON UNIQUE","HULL","31680","HULL, TOWN OF","Plymouth","3.026685","7838536.71991","54102.7236327","020"
"01929","ESSEX","NON UNIQUE","ESSEX","21815","ESSEX, TOWN OF","Essex","13.202821","34194643.482","73237.0538253","019"
"01982","SOUTH HAMILTON","NON UNIQUE","SOUTH HAMILTON","64215","HAMILTON, TOWN OF","Essex","15.189533","39340089.6337","42447.078372","019"
"01151","INDIAN ORCHARD","NON UNIQUE","INDIAN ORCHARD","32100","SPRINGFIELD","Hampden","2.523859","6536303.05839","16500.640591","011"
"01581","WESTBOROUGH","NON UNIQUE","WESTBOROUGH","75050","WESTBOROUGH, TOWN OF","Worcester","21.625981","56007118.1652","34885.7933043","015"
"02769","REHOBOTH","NON UNIQUE","REHOBOTH","56340","REHOBOTH, TOWN OF","Bristol","47.447709","122885014.448","50907.376535","027"
"02702","ASSONET","NON UNIQUE","ASSONET","02340","FREETOWN, TOWN OF","Bristol","16.686408","43216757.8449","54374.0536753","027"
"02791","WESTPORT POINT","PO BOX","WESTPORT POINT","77640","WESTPORT, TOWN OF","Bristol","0.40364","1045498.57762","7933.26702051","027"
"01612","PAXTON","NON UNIQUE","PAXTON","52385","PAXTON, TOWN OF","Worcester","15.493223","40124549.5683","31623.2750508","016"
"01824","CHELMSFORD","NON UNIQUE","CHELMSFORD","13100","CHELMSFORD, TOWN OF","Middlesex","18.027618","46690150.248","30875.1004751","018"
"01103","SPRINGFIELD","NON UNIQUE","SPRINGFIELD","67000","SPRINGFIELD","Hampden","0.344168","891329.965647","6448.10473827","011"
"02764","NORTH DIGHTON","NON UNIQUE","NORTH DIGHTON","47520","DIGHTON, TOWN OF","Bristol","11.913504","30854741.4676","35854.5501131","027"
"01505","BOYLSTON","NON UNIQUE","BOYLSTON","07490","BOYLSTON, TOWN OF","Worcester","21.185703","54867228.7181","34094.7350643","015"
"02646","HARWICH PORT","NON UNIQUE","HARWICH PORT","29090","HARWICH","Barnstable","2.714409","7030380.19517","25421.9406793","026"
"02637","CUMMAQUID","PO BOX","CUMMAQUID","15970","BARNSTABLE","Barnstable","0.004417","11438.9070905","501.480126995","026"
"02322","AVON","NON UNIQUE","AVON","02970","AVON, TOWN OF","Norfolk","4.515547","11694397.202","14677.9298384","023"
"01011","CHESTER","NON UNIQUE","CHESTER","13450","CHESTER, TOWN OF","Hampden","28.442796","73661424.529","38563.3209639","010"
"01742","CONCORD","NON UNIQUE","CONCORD","15025","CONCORD, TOWN OF","Middlesex","25.699435","66557869.6988","40070.0204863","017"
"01566","STURBRIDGE","NON UNIQUE","STURBRIDGE","68120","STURBRIDGE, TOWN OF","Worcester","29.669522","76838484.0493","46547.7086504","015"
"01545","SHREWSBURY","NON UNIQUE","SHREWSBURY","61835","SHREWSBURY, TOWN OF","Worcester","21.787506","56425480.7551","32468.276524","015"
"01436","BALDWINVILLE","NON UNIQUE","BALDWINVILLE","03355","TEMPLETON, TOWN OF","Worcester","10.277156","26617142.9281","33729.2866446","014"
"02071","SOUTH WALPOLE","NON UNIQUE","SOUTH WALPOLE","65545","WALPOLE, TOWN OF","Norfolk","0.377025","976424.256535","8586.80532112","020"
"02446","BROOKLINE","NON UNIQUE","BROOKLINE","09210","BROOKLINE, TOWN OF","Norfolk","1.341481","3474194.06811","8264.16209253","024"
"01606","WORCESTER","NON UNIQUE","WORCESTER","82000","WORCESTER","Worcester","6.129125","15873290.7654","27998.5572802","016"
"01951","NEWBURY","NON UNIQUE","NEWBURY","45175","NEWBURY, TOWN OF","Essex","17.429085","45142342.2787","60680.5281147","019"
"01775","STOW","NON UNIQUE","STOW","68015","STOW, TOWN OF","Middlesex","18.11196","46907164.2196","32126.8871109","017"
"01832","HAVERHILL","NON UNIQUE","HAVERHILL","29405","HAVERHILL","Essex","11.906724","30839346.5417","27374.0832836","018"
"02762","PLAINVILLE","NON UNIQUE","PLAINVILLE","54065","PLAINVILLE, TOWN OF","Norfolk","11.542332","29892685.4357","24019.1833043","027"
"01605","WORCESTER","NON UNIQUE","WORCESTER","82000","WORCESTER","Worcester","6.220958","16111095.552","40734.1118297","016"
"01069","PALMER","NON UNIQUE","PALMER","52070","PALMER, TOWN OF","Hampden","29.015496","75144443.3054","59727.6106913","010"
"01952","SALISBURY","NON UNIQUE","SALISBURY","59210","SALISBURY, TOWN OF","Essex","15.628884","40480924.458","36237.9866056","019"
"01754","MAYNARD","NON UNIQUE","MAYNARD","39660","MAYNARD, TOWN OF","Middlesex","5.44265","14095612.3458","17385.9962497","017"
"01560","SOUTH GRAFTON","NON UNIQUE","SOUTH GRAFTON","60120","GRAFTON, TOWN OF","Worcester","3.651615","9456966.13261","21881.4746333","015"
"02129","CHARLESTOWN","NON UNIQUE","CHARLESTOWN","12645","BOSTON","Suffolk","1.357167","3514828.48668","18964.8169337","021"
"02120","ROXBURY CROSSING","NON UNIQUE","ROXBURY CROSSING","58510","BOSTON","Suffolk","0.690378","1787951.99117","9489.91237628","021"
"01088","WEST HATFIELD","NON UNIQUE","WEST HATFIELD","76485","HATFIELD, TOWN OF","Hampshire","6.754752","17493672.2775","21022.4034101","010"
"01876","TEWKSBURY","NON UNIQUE","TEWKSBURY","69380","TEWKSBURY, TOWN OF","Middlesex","21.037441","54485639.6345","34040.6959478","018"
"02180","STONEHAM","NON UNIQUE","STONEHAM","67700","STONEHAM, TOWN OF","Middlesex","6.276376","16254952.9091","20787.0732901","021"
"02113","BOSTON","NON UNIQUE","BOSTON","07000","BOSTON","Suffolk","0.09185","237875.207456","2320.45568821","021"
"01531","NEW BRAINTREE","NON UNIQUE","NEW BRAINTREE","45070","NEW BRAINTREE, TOWN OF","Worcester","21.072947","54575024.326","44717.5045344","015"
"01510","CLINTON","NON UNIQUE","CLINTON","14430","CLINTON, TOWN OF","Worcester","5.804676","15033180.0104","20066.0800985","015"
"01503","BERLIN","NON UNIQUE","BERLIN","05455","BERLIN, TOWN OF","Worcester","13.161253","34085404.1692","25919.4884265","015"
"01469","TOWNSEND","NON UNIQUE","TOWNSEND","70325","TOWNSEND, TOWN OF","Middlesex","20.432379","52919313.0992","35756.2311302","014"
"02199","BOSTON","NON UNIQUE","BOSTON","07000","BOSTON","Suffolk","0.050883","131778.780351","1545.9316243","021"
"02532","BUZZARDS BAY","NON UNIQUE","BUZZARDS BAY","10015","WAREHAM, TOWN OF","Plymouth","1.22437","3171073.02633","17744.6225551","025"
"01835","HAVERHILL","NON UNIQUE","HAVERHILL","29405","HAVERHILL","Essex","8.838564","22892270.6443","24539.7126302","018"
"01095","WILBRAHAM","NON UNIQUE","WILBRAHAM","79705","WILBRAHAM, TOWN OF","Hampden","23.006963","59583610.8744","41630.3829948","010"
"01082","WARE","NON UNIQUE","WARE","72845","WARE, TOWN OF","Hampshire","40.018698","103640780.992","57767.4339892","010"
"01032","GOSHEN","NON UNIQUE","GOSHEN","26255","GOSHEN, TOWN OF","Hampshire","4.026549","10428177.723","21112.0686068","010"
"01375","SUNDERLAND","NON UNIQUE","SUNDERLAND","68365","SUNDERLAND, TOWN OF","Franklin","14.275064","36970396.5724","26246.1429344","013"
"02657","PROVINCETOWN","NON UNIQUE","PROVINCETOWN","55535","PROVINCETOWN, TOWN OF","Barnstable","14.85716","38477355.8074","69941.8938185","026"
"02780","TAUNTON","NON UNIQUE","TAUNTON","69170","TAUNTON","Bristol","35.431399","91762761.8364","86903.9141452","027"
"01845","NORTH ANDOVER","NON UNIQUE","NORTH ANDOVER","46400","NORTH ANDOVER, TOWN OF","Essex","27.831482","72082940.633","43275.6365666","018"
"02467","CHESTNUT HILL","NON UNIQUE","CHESTNUT HILL","13625","NEWTON","Middlesex","1.955631","5064724.62793","17626.73478","024"
"02035","FOXBORO","NON UNIQUE","FOXBORO","24750","FOXBOROUGH, TOWN OF","Norfolk","20.843349","53980490.3478","31913.5359278","020"
"02143","SOMERVILLE","NON UNIQUE","SOMERVILLE","62535","SOMERVILLE","Middlesex","1.539331","3986602.80943","11163.8259235","021"
"02356","NORTH EASTON","NON UNIQUE","NORTH EASTON","47625","EASTON, TOWN OF","Bristol","15.328867","39699009.7281","37827.9696073","023"
"01841","LAWRENCE","NON UNIQUE","LAWRENCE","34550","LAWRENCE","Essex","3.299634","8546079.10787","18957.6885069","018"
"01098","WORTHINGTON","NON UNIQUE","WORTHINGTON","82175","WORTHINGTON, TOWN OF","Hampshire","32.543597","84282511.6259","47118.7233149","010"
"01262","STOCKBRIDGE","PO BOX","STOCKBRIDGE","67560","STOCKBRIDGE, TOWN OF","Berkshire","11.552972","29919984.2591","35894.6723246","012"
"02186","MILTON","NON UNIQUE","MILTON","41725","MILTON, TOWN OF","Norfolk","13.218466","34233245.3795","33399.0518624","021"
"02647","HYANNIS PORT","PO BOX","HYANNIS PORT","31890","BARNSTABLE","Barnstable","0.774241","2005327.40128","12863.1465121","026"
"01020","CHICOPEE","NON UNIQUE","CHICOPEE","13660","CHICOPEE","Hampden","12.467971","32289600.6503","52003.4913793","010"
"01826","DRACUT","NON UNIQUE","DRACUT","17510","DRACUT, TOWN OF","Middlesex","21.507864","55705088.2616","41098.2968111","018"
"01028","EAST LONGMEADOW","NON UNIQUE","EAST LONGMEADOW","19680","EAST LONGMEADOW, TOWN OF","Hampden","13.027091","33737807.8535","23326.5086887","010"
"01906","SAUGUS","NON UNIQUE","SAUGUS","60050","SAUGUS, TOWN OF","Essex","11.726144","30369068.6648","28756.6634943","019"
"01118","SPRINGFIELD","NON UNIQUE","SPRINGFIELD","67000","SPRINGFIELD","Hampden","3.433992","8893394.09544","18652.7565587","011"
"01256","SAVOY","NON UNIQUE","SAVOY","60190","SAVOY, TOWN OF","Berkshire","38.220984","98989487.7847","57007.52048","012"
"01013","CHICOPEE","NON UNIQUE","CHICOPEE","13660","CHICOPEE","Hampden","6.293879","16299917.0573","38310.8254209","010"
"01450","GROTON","NON UNIQUE","GROTON","27445","GROTON, TOWN OF","Middlesex","32.53448","84262277.469","51508.7524139","014"
"01506","BROOKFIELD","NON UNIQUE","BROOKFIELD","09070","BROOKFIELD, TOWN OF","Worcester","16.614264","43027681.746","33765.3958418","015"
"01907","SWAMPSCOTT","NON UNIQUE","SWAMPSCOTT","68680","SWAMPSCOTT, TOWN OF","Essex","3.112756","8061611.11341","16817.1079961","019"
"02481","WELLESLEY HILLS","NON UNIQUE","WELLESLEY HILLS","74315","WELLESLEY, TOWN OF","Norfolk","5.955387","15423340.4133","24568.1694745","024"
"02641","EAST DENNIS","PO BOX","EAST DENNIS","18840","DENNIS, TOWN OF","Barnstable","0.212282","549802.587517","3949.95827208","026"
"02052","MEDFIELD","NON UNIQUE","MEDFIELD","39730","MEDFIELD, TOWN OF","Norfolk","14.609566","37835909.004","33615.5030388","020"
"02122","DORCHESTER","NON UNIQUE","DORCHESTER","17090","BOSTON","Suffolk","1.478493","3829017.44044","14172.4092362","021"
"01741","CARLISLE","NON UNIQUE","CARLISLE","11490","CARLISLE, TOWN OF","Middlesex","15.470128","40065910.9356","25172.506004","017"
"01339","CHARLEMONT","NON UNIQUE","CHARLEMONT","12470","HAWLEY, TOWN OF","Franklin","58.412294","151284163.109","71177.7774508","013"
"02563","SANDWICH","NON UNIQUE","SANDWICH","59700","SANDWICH, TOWN OF","Barnstable","16.528505","42808445.6144","86398.8248994","025"
"01012","CHESTERFIELD","NON UNIQUE","CHESTERFIELD","13555","CHESTERFIELD, TOWN OF","Hampshire","14.359997","37189954.8837","38396.3648176","010"
"01543","RUTLAND","NON UNIQUE","RUTLAND","58790","RUTLAND, TOWN OF","Worcester","36.226406","93820251.959","40400.38511","015"
"02664","SOUTH YARMOUTH","NON UNIQUE","SOUTH YARMOUTH","66035","YARMOUTH, TOWN OF","Barnstable","7.708941","19966285.8592","37893.2899851","026"
"02543","WOODS HOLE","NON UNIQUE","WOODS HOLE","81245","FALMOUTH, TOWN OF","Barnstable","1.62727","4214885.0629","22457.3348726","025"
"02364","KINGSTON","NON UNIQUE","KINGSTON","33185","KINGSTON, TOWN OF","Plymouth","18.946381","49068087.8538","35987.8647003","023"
"01002","AMHERST","NON UNIQUE","AMHERST","01290","AMHERST, TOWN OF","Hampshire","52.87135","136927661.097","71307.2967151","010"
"02770","ROCHESTER","NON UNIQUE","ROCHESTER","57565","ROCHESTER, TOWN OF","Plymouth","35.371409","91610405.2178","41830.3024261","027"
"02093","WRENTHAM","NON UNIQUE","WRENTHAM","82280","WRENTHAM, TOWN OF","Norfolk","22.574127","58462949.1119","38889.5901584","020"
"02558","ONSET","PO BOX","ONSET","51160","WAREHAM, TOWN OF","Plymouth","0.220229","570386.745168","4428.15140641","025"
"02136","HYDE PARK","NON UNIQUE","HYDE PARK","31960","BOSTON","Suffolk","4.373188","11325705.6753","24455.2571313","021"
"01010","BRIMFIELD","NON UNIQUE","BRIMFIELD","08435","BRIMFIELD, TOWN OF","Hampden","35.177848","91103860.9382","43324.7186723","010"
"02493","WESTON","NON UNIQUE","WESTON","77290","WESTON, TOWN OF","Middlesex","17.303778","44813728.7967","31512.5645618","024"
"01474","WEST TOWNSEND","NON UNIQUE","WEST TOWNSEND","78270","TOWNSEND, TOWN OF","Middlesex","12.541357","32481842.817","27028.6498762","014"
"01542","ROCHDALE","NON UNIQUE","ROCHDALE","57530","LEICESTER, TOWN OF","Worcester","3.564042","9230167.894","19697.2899031","015"
"02564","SIASCONSET","PO BOX","SIASCONSET","61940","NANTUCKET, TOWN OF","Nantucket","3.893614","10086411.4016","20797.1132121","025"
"01001","AGAWAM","NON UNIQUE","AGAWAM","00765","AGAWAM","Hampden","11.953461","30957291.5349","33175.4172776","010"
"02556","NORTH FALMOUTH","NON UNIQUE","NORTH FALMOUTH","47730","FALMOUTH, TOWN OF","Barnstable","3.935587","10193362.6585","29458.5696033","025"
"02222","BOSTON","NON UNIQUE","BOSTON","07000","BOSTON","Suffolk","0.005361","13886.089595","465.448984759","022"
"02723","FALL RIVER","NON UNIQUE","FALL RIVER","23000","FALL RIVER","Bristol","4.864105","12598018.1588","27689.1410939","027"
"01054","LEVERETT","NON UNIQUE","LEVERETT","35145","LEVERETT, TOWN OF","Franklin","24.371772","63119511.6671","35752.2029929","010"
"01002","AMHERST","NON UNIQUE","AMHERST","01290","SHUTESBURY, TOWN OF","Franklin","0.445573","1153964.05408","7036.51209384","010"
"02169","QUINCY","NON UNIQUE","QUINCY","55745","QUINCY","Norfolk","12.732791","32975442.1463","40385.5054501","021"
"02532","BUZZARDS BAY","NON UNIQUE","BUZZARDS BAY","10015","BOURNE, TOWN OF","Barnstable","26.746381","69272435.3332","85893.2793152","025"
"01340","COLRAIN","NON UNIQUE","COLRAIN","14850","COLRAIN, TOWN OF","Franklin","55.594763","143989985.563","59109.4218597","013"
"01341","CONWAY","NON UNIQUE","CONWAY","15165","CONWAY, TOWN OF","Franklin","36.47292","94460388.4775","46821.2440798","013"
"02128","BOSTON","NON UNIQUE","BOSTON","07000","BOSTON","Suffolk","5.037849","13047156","37609.350304","021"
"01343","DRURY","NON UNIQUE","DRURY","17545","FLORIDA, TOWN OF","Berkshire","10.427564","27007129.9191","36115.7869708","013"
"02663","SOUTH WELLFLEET","PO BOX","SOUTH WELLFLEET","65650","WELLFLEET, TOWN OF","Barnstable","0.555604","1438939.59001","9335.0859884","026"
"01901","LYNN","NON UNIQUE","LYNN","37490","LYNN","Essex","0.356511","923312.300645","9705.67775358","019"
"01351","MONTAGUE","NON UNIQUE","MONTAGUE","42250","MONTAGUE, TOWN OF","Franklin","23.85508","61782193.3313","42521.9742359","013"
"02653","ORLEANS","NON UNIQUE","ORLEANS","51405","ORLEANS, TOWN OF","Barnstable","17.968352","46537087.2051","143003.717663","026"
"01840","LAWRENCE","NON UNIQUE","LAWRENCE","34550","LAWRENCE","Essex","0.523384","1355568.53673","6270.67599067","018"
"02478","BELMONT","NON UNIQUE","BELMONT","05105","BELMONT, TOWN OF","Middlesex","4.705928","12187567.9247","16555.7074413","024"
"01431","ASHBY","NON UNIQUE","ASHBY","01920","ASHBY, TOWN OF","Middlesex","24.127994","62491070.7987","35456.7205327","014"
"02743","ACUSHNET","NON UNIQUE","ACUSHNET","00485","ACUSHNET, TOWN OF","Bristol","18.779683","48639184.8503","30524.4881815","027"
"01850","LOWELL","NON UNIQUE","LOWELL","37000","LOWELL","Middlesex","1.37196","3553331.78965","9232.50826764","018"
"02116","BOSTON","NON UNIQUE","BOSTON","07000","BOSTON","Suffolk","0.955295","2474042.82765","9452.20067379","021"
"01089","WEST SPRINGFIELD","NON UNIQUE","WEST SPRINGFIELD","77885","WEST SPRINGFIELD, TOWN OF","Hampden","17.688364","45809467.9347","37649.0833198","010"
"02142","CAMBRIDGE","NON UNIQUE","CAMBRIDGE","11000","CAMBRIDGE","Middlesex","0.314015","813243.947502","5224.61195045","021"
"01719","BOXBOROUGH","NON UNIQUE","BOXBOROUGH","07350","BOXBOROUGH, TOWN OF","Middlesex","10.61278","27485708.8346","23497.8032723","017"
"02538","EAST WAREHAM","NON UNIQUE","EAST WAREHAM","20765","WAREHAM, TOWN OF","Plymouth","11.852636","30697653.794","35225.7834582","025"
"01536","NORTH GRAFTON","NON UNIQUE","NORTH GRAFTON","48010","GRAFTON, TOWN OF","Worcester","9.604975","24875002.3521","25753.4183428","015"
"01355","NEW SALEM","NON UNIQUE","NEW SALEM","45455","NEW SALEM, TOWN OF","Franklin","61.007818","158001473.837","81060.3867182","013"
"01349","MILLERS FALLS","NON UNIQUE","MILLERS FALLS","41410","MONTAGUE, TOWN OF","Franklin","2.528973","6549825.41838","30160.8853795","013"
"02740","NEW BEDFORD","NON UNIQUE","NEW BEDFORD","45000","NEW BEDFORD","Bristol","5.780572","14971972.4057","29339.0106975","027"
"02150","CHELSEA","NON UNIQUE","CHELSEA","13205","CHELSEA","Suffolk","2.227862","5769790.82107","14132.4538238","021"
"01247","NORTH ADAMS","NON UNIQUE","NORTH ADAMS","46225","NORTH ADAMS","Berkshire","47.476227","122963350.551","57833.3981578","012"
"01370","SHELBURNE FALLS","NON UNIQUE","SHELBURNE FALLS","61205","SHELBURNE, TOWN OF","Franklin","48.543285","125723601.259","75119.9764036","013"
"01366","PETERSHAM","NON UNIQUE","PETERSHAM","53085","PETERSHAM, TOWN OF","Worcester","68.30535","176901124.826","73271.5834965","013"
"02453","WALTHAM","NON UNIQUE","WALTHAM","72600","WALTHAM","Middlesex","3.991741","10337911.8648","21757.1201027","024"
"01035","HADLEY","NON UNIQUE","HADLEY","27655","HADLEY, TOWN OF","Hampshire","23.800807","61639872.8468","55032.8761935","010"
"01851","LOWELL","NON UNIQUE","LOWELL","37000","LOWELL","Middlesex","3.396126","8795787.11578","14534.0652727","018"
"01007","BELCHERTOWN","NON UNIQUE","BELCHERTOWN","04790","BELCHERTOWN, TOWN OF","Hampshire","56.116841","145331930.211","60712.1673606","010"
"02760","NORTH ATTLEBORO","NON UNIQUE","NORTH ATTLEBORO","46505","NORTH ATTLEBOROUGH, TOWN OF","Bristol","17.890395","46333355.0084","50931.9558261","027"
"01537","NORTH OXFORD","NON UNIQUE","NORTH OXFORD","48675","OXFORD, TOWN OF","Worcester","5.158509","13359529.1892","18674.7726053","015"
"02152","WINTHROP","NON UNIQUE","WINTHROP","80965","WINTHROP, TOWN OF","Suffolk","1.822455","4719845.48887","18999.8150347","021"
"01922","BYFIELD","NON UNIQUE","BYFIELD","10050","NEWBURY, TOWN OF","Essex","10.944773","28347545.7755","27736.3142089","019"
"01720","ACTON","NON UNIQUE","ACTON","00345","ACTON, TOWN OF","Middlesex","20.060769","51954717.3377","35407.0777289","017"
"01862","NORTH BILLERICA","NON UNIQUE","NORTH BILLERICA","46680","BILLERICA, TOWN OF","Middlesex","9.357364","24234765.9224","29117.4582333","018"
"02330","CARVER","NON UNIQUE","CARVER","11630","CARVER, TOWN OF","Plymouth","40.045722","103713933.988","49430.1874272","023"
"01602","WORCESTER","NON UNIQUE","WORCESTER","82000","WORCESTER","Worcester","6.588911","17064008.6018","29989.7078915","016"
"01550","SOUTHBRIDGE","NON UNIQUE","SOUTHBRIDGE","63305","SOUTHBRIDGE, TOWN OF","Worcester","20.670972","53534076.923","33016.3284388","015"
